
Summary,JAM
Emissions
,turismo_residuos,0.568396
,RM,0
,FERT_ORG,5.84964
,contam_agua,12.6931
,salud_residuos,26.5397
,water_reuse,0.221648
,CO2e_WASTE,32.427

Cost,1949.49

TID Demand

,JAM
Fuel,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
E5TWWTWW,All,0.0671,0.0673,0.0676,0.0681,0.0688,0.0705518,0.0713037,0.0720555,0.0728073,0.0735591,0.074311,0.0750628,0.0758146,0.0765664,0.0773183,0.0780701,0.0788219,0.0795737,0.0803256,0.0810774,0.0818292,0.082581,0.0833329,0.0840847,0.0848365,0.0855883,0.0863402,0.087092,0.0878438,0.0885956,0.0893475,0.0900993,0.0908511,0.0916029,0.0923548

Time Dependent Production (Energy Units) Test

,JAM
Fuel,Timeslice,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
OSS_INORG,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSS_ORG,All,0,0,0,0,0,0.0141704,0.0280582,0.0417646,0.0551005,0.0681769,0.0811613,0.0939435,0.106527,0.119008,0.131203,0.143483,0.155619,0.167614,0.179559,0.191275,0.203187,0.215016,0.226731,0.238348,0.249974,0.261782,0.273547,0.285229,0.296848,0.308513,0.320006,0.331435,0.342828,0.354132,0.365402
NO_OSS,All,0.7188,0.7266,0.7345,0.7423,0.7502,0.740451,0.724969,0.709802,0.694809,0.680139,0.66556,0.651185,0.637008,0.623027,0.609238,0.595398,0.581701,0.568055,0.55464,0.541363,0.527839,0.514456,0.501042,0.487815,0.474722,0.461318,0.447925,0.434647,0.421433,0.408314,0.395225,0.382113,0.36918,0.35628,0.343469
NO_COLL_SDF,All,0.4043,0.4087,0.4131,0.4176,0.422,0.424512,0.42364,0.422732,0.421824,0.420951,0.420078,0.419205,0.418332,0.417458,0.416492,0.415678,0.414771,0.413865,0.412959,0.412053,0.411197,0.410284,0.409428,0.408571,0.407658,0.4067,0.405861,0.404991,0.40412,0.403194,0.402323,0.401452,0.400526,0.399655,0.398815
WWT,All,0.0455,0.0457,0.0459,0.0462,0.0467,0.0482138,0.0490464,0.0498384,0.0506184,0.0514228,0.0521531,0.0529742,0.0537492,0.0544514,0.0552404,0.055687,0.0561996,0.056738,0.0571397,0.0576302,0.0581217,0.0585406,0.0590554,0.0596298,0.0601309,0.0605831,0.0611049,0.061612,0.0623018,0.0627187,0.0633474,0.0639119,0.0644507,0.065071,0.0656389
WWOT,All,0.0216,0.0216,0.0217,0.0219,0.0221,0.022338,0.0222572,0.0222171,0.0221889,0.0221363,0.0221578,0.0220885,0.0220654,0.0221151,0.0220778,0.0223831,0.0226223,0.0228357,0.0231859,0.0234472,0.0237075,0.0240404,0.0242774,0.0244549,0.0247056,0.0250052,0.0252353,0.0254799,0.025542,0.0258769,0.0260001,0.0261874,0.0264004,0.0265319,0.0267158
COLL_INORG,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL_ORG,All,0,0,0,0,0,0.0141704,0.0280582,0.0417646,0.0551005,0.0681769,0.0811613,0.0939435,0.106527,0.119008,0.131203,0.143483,0.155619,0.167614,0.179559,0.191275,0.203187,0.215016,0.226731,0.238348,0.249974,0.261782,0.273547,0.285229,0.296848,0.308513,0.320006,0.331435,0.342828,0.354132,0.365402
COLL_BLEND,All,0.7188,0.7266,0.7345,0.7423,0.7502,0.740451,0.724969,0.709802,0.694809,0.680139,0.66556,0.651185,0.637008,0.623027,0.609238,0.595398,0.581701,0.568055,0.55464,0.541363,0.527839,0.514456,0.501042,0.487815,0.474722,0.461318,0.447925,0.434647,0.421433,0.408314,0.395225,0.382113,0.36918,0.35628,0.343469
NO_COLL,All,0.4043,0.4087,0.4131,0.4176,0.422,0.424512,0.42364,0.422732,0.421824,0.420951,0.420078,0.419205,0.418332,0.417458,0.416492,0.415586,0.414771,0.413865,0.412959,0.412053,0.411197,0.410284,0.409428,0.408571,0.407658,0.4067,0.405861,0.404991,0.40412,0.403194,0.402323,0.401452,0.400526,0.399655,0.398729
INORGSS,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORGSS,All,0,0,0,0,0,0.0141704,0.0280582,0.0417646,0.0551005,0.0681769,0.0811613,0.0939435,0.106527,0.119008,0.131203,0.143483,0.155619,0.167614,0.179559,0.191275,0.203187,0.215016,0.226731,0.238348,0.249974,0.261782,0.273547,0.285229,0.296848,0.308513,0.320006,0.331435,0.342828,0.354132,0.365402
NOSS,All,1.1231,1.1353,1.1476,1.1599,1.1722,1.16496,1.14861,1.13253,1.11663,1.10109,1.08564,1.07039,1.05534,1.04048,1.02573,1.01098,0.996472,0.98192,0.967598,0.953415,0.938947,0.924651,0.910469,0.896386,0.882381,0.868018,0.853786,0.839638,0.825553,0.811507,0.797548,0.783565,0.769706,0.755935,0.742199
SEWER,All,0.0455,0.0457,0.0459,0.0462,0.0467,0.0482138,0.0490464,0.0498384,0.0506184,0.0514228,0.0521531,0.0529742,0.0537492,0.0544514,0.0552404,0.055687,0.0561996,0.056738,0.0571397,0.0576302,0.0581217,0.0585406,0.0590554,0.0596298,0.0601309,0.0605831,0.0611049,0.061612,0.0623018,0.0627187,0.0633474,0.0639119,0.0644507,0.065071,0.0656389
DIRECTW,All,0.0216,0.0216,0.0217,0.0219,0.0221,0.022338,0.0222572,0.0222171,0.0221889,0.0221363,0.0221578,0.0220885,0.0220654,0.0221151,0.0220778,0.0223831,0.0226223,0.0228357,0.0231859,0.0234472,0.0237075,0.0240404,0.0242774,0.0244549,0.0247056,0.0250052,0.0252353,0.0254799,0.025542,0.0258769,0.0260001,0.0261874,0.0264004,0.0265319,0.0267158
TSW,All,1.1231,1.1353,1.1476,1.1599,1.1722,1.17913,1.17667,1.1743,1.17173,1.16927,1.1668,1.16433,1.16187,1.15949,1.15693,1.15447,1.15209,1.14953,1.14716,1.14469,1.14213,1.13967,1.1372,1.13473,1.13235,1.1298,1.12733,1.12487,1.1224,1.12002,1.11747,1.115,1.11253,1.11007,1.1076
TWW,All,0.0671,0.0673,0.0676,0.0681,0.0688,0.0705518,0.0713037,0.0720555,0.0728073,0.0735591,0.074311,0.0750628,0.0758146,0.0765664,0.0773183,0.0780701,0.0788219,0.0795737,0.0803256,0.0810774,0.0818292,0.082581,0.0833329,0.0840847,0.0848365,0.0855883,0.0863402,0.087092,0.0878438,0.0885956,0.0893475,0.0900993,0.0908511,0.0916029,0.0923548
E5TSWTSW,All,1.1231,1.1353,1.1476,1.1599,1.1722,1.17913,1.17667,1.1743,1.17173,1.16927,1.1668,1.16433,1.16187,1.15949,1.15693,1.15447,1.15209,1.14953,1.14707,1.14469,1.14213,1.13967,1.1372,1.13473,1.13227,1.1298,1.12733,1.12487,1.1224,1.11993,1.11747,1.115,1.11253,1.11007,1.1076
E5TWWTWW,All,0.0671,0.0673,0.0676,0.0681,0.0688,0.0705518,0.0713037,0.0720555,0.0728073,0.0735591,0.074311,0.0750628,0.0758146,0.0765664,0.0773183,0.0780701,0.0788219,0.0795737,0.0803256,0.0810774,0.0818292,0.082581,0.0833329,0.0840847,0.0848365,0.0855883,0.0863402,0.087092,0.0878438,0.0885956,0.0893475,0.0900993,0.0908511,0.0916029,0.0923548

TotalAnnualCapacity (Capacity Units)
Technology,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
INORG_RCY_OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMPOST,0,0,0,0,0,0.0141704,0.0280582,0.0417646,0.0551005,0.0681769,0.0811613,0.0939435,0.106527,0.119008,0.131203,0.143483,0.155619,0.167614,0.179559,0.191275,0.203187,0.215016,0.226731,0.238348,0.249974,0.261782,0.273547,0.285229,0.296848,0.308513,0.320006,0.331435,0.342828,0.354132,0.365402
LANDFILL,0,0,0,0,0,0.0217545,0.0431741,0.0641629,0.084636,0.10471,0.123122,0.141246,0.159088,0.176653,0.193945,0.209995,0.225857,0.241444,0.256938,0.272251,0.286605,0.300863,0.314978,0.328975,0.34288,0.356115,0.369219,0.382312,0.395333,0.408314,0.395225,0.382113,0.36918,0.35628,0.343469
NO_CONTR_OD,0.7188,0.7266,0.7345,0.7423,0.7502,0.718697,0.681795,0.645639,0.610173,0.575428,0.542439,0.509939,0.47792,0.446374,0.415293,0.385403,0.355844,0.326611,0.297702,0.269112,0.241234,0.213593,0.186063,0.15884,0.131843,0.105204,0.0787061,0.0523356,0.0261003,0,0,0,0,0,0
COPROC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INCIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPEN_BURN,0.3884,0.3926,0.3968,0.4011,0.4054,0.407747,0.406943,0.406104,0.405168,0.404363,0.403523,0.402683,0.401842,0.401002,0.400069,0.399256,0.398443,0.397539,0.396635,0.395822,0.394942,0.394093,0.393302,0.392422,0.391573,0.390657,0.389858,0.389028,0.388199,0.387312,0.386483,0.385653,0.384767,0.383851,0.383051
SIT_CLAN,0.0159,0.0161,0.0163,0.0165,0.0166,0.0167649,0.0166966,0.0166276,0.016656,0.0165887,0.0165558,0.0165227,0.0164897,0.0164566,0.0164235,0.0164216,0.0163281,0.016326,0.0163235,0.016231,0.016255,0.0161907,0.0161255,0.0161487,0.0160848,0.0160436,0.0160036,0.0159624,0.0159212,0.0158813,0.0158402,0.0157991,0.0157592,0.0158041,0.0157641
AERO_PTAR,0.0106,0.0107,0.0107,0.0108,0.0109,0.010512,0.00997043,0.00940724,0.00891518,0.00842355,0.00793424,0.00745847,0.00697796,0.00650443,0.00613782,0.00631781,0.00659076,0.00676289,0.00694708,0.00712863,0.0073077,0.00742301,0.00756044,0.00770497,0.00787229,0.00797146,0.0080179,0.00809564,0.00819761,0.00815782,0.00821997,0.00814923,0.00807983,0.00803705,0.00790469
AERO_PTAR_RU,0,0,0,0,0,0.00101077,0.00191352,0.00290223,0.00386324,0.00479946,0.00561203,0.00650225,0.00735515,0.00808408,0.0088861,0.0088861,0.0088861,0.0088861,0.0088861,0.0088861,0.0088861,0.0088861,0.0088861,0.0088861,0.0088861,0.00813928,0.0081867,0.00826607,0.00837019,0.00850869,0.0086667,0.00888174,0.0091133,0.00939269,0.00970576
ANAE_LAGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANAE_LAGN_RU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEPT_SYST,0.0349,0.035,0.0352,0.0354,0.0358,0.036691,0.0371625,0.0375289,0.03784,0.0381998,0.0386069,0.0390135,0.0394161,0.0398629,0.0402165,0.0406145,0.0409696,0.0414556,0.0417693,0.0421705,0.0425716,0.0429354,0.0433465,0.0438011,0.0441351,0.0444724,0.0449003,0.0452503,0.045734,0.0460522,0.0464607,0.0468809,0.0472576,0.0476413,0.0480285
LATR,0.02,0.019,0.018,0.017,0.0197259,0.0188259,0.0178259,0.0204143,0.0194143,0.0184143,0.0185777,0.0187418,0.0189537,0.0393666,0.0383666,0.0373666,0.0363666,0.0353666,0.0353666,0.0353666,0.0321666,0.0321666,0.0321666,0.0321666,0.0284407,0.0284407,0.0284407,0.0248523,0.0248523,0.0248523,0.0236889,0.0225248,0.0227363,0.0229492,0.0231137
EFLT_DISC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEWER_NO_T,0.0054,0.0051,0.0048,0.0052,0.0049,0.00498009,0.00468009,0.00438009,0.00408009,0.00388009,0.00358009,0.00334675,0.00311179,0.00297345,0.00274828,0.00288814,0.00293912,0.00298621,0.00312618,0.00317782,0.00322898,0.0033741,0.0034442,0.0034442,0.00351741,0.00360814,0.00366434,0.00366434,0.00368418,0.00368418,0.00368418,0.00368418,0.00368418,0.00368418,0.00368418
OSS_INORG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSS_ORG,0,0,0,0,0,0.0141704,0.0280582,0.0417646,0.0551005,0.0681769,0.0811613,0.0939435,0.106527,0.119008,0.131203,0.143483,0.155619,0.167614,0.179559,0.191275,0.203187,0.215016,0.226731,0.238348,0.249974,0.261782,0.273547,0.285229,0.296848,0.308513,0.320006,0.331435,0.342828,0.354132,0.365402
NO_OSS_BLEND,0.7188,0.7266,0.7345,0.7423,0.7502,0.740451,0.724969,0.709802,0.694809,0.680139,0.66556,0.651185,0.637008,0.623027,0.609238,0.595398,0.581701,0.568055,0.55464,0.541363,0.527839,0.514456,0.501042,0.487815,0.474722,0.461318,0.447925,0.434647,0.421433,0.408314,0.395225,0.382113,0.36918,0.35628,0.343469
NO_OSS_NO_COLL,0.4043,0.4087,0.4131,0.4176,0.422,0.424512,0.42364,0.422732,0.421824,0.420951,0.420078,0.419205,0.418332,0.417458,0.416492,0.415586,0.414771,0.413865,0.412959,0.412053,0.411197,0.410284,0.409428,0.408571,0.407658,0.4067,0.405861,0.404991,0.40412,0.403194,0.402323,0.401452,0.400526,0.399655,0.398729
INORG_DCOLL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORG_DCOLL,0,0,0,0,0,0.0141704,0.0280582,0.0417646,0.0551005,0.0681769,0.0811613,0.0939435,0.106527,0.119008,0.131203,0.143483,0.155619,0.167614,0.179559,0.191275,0.203187,0.215016,0.226731,0.238348,0.249974,0.261782,0.273547,0.285229,0.296848,0.308513,0.320006,0.331435,0.342828,0.354132,0.365402
BLEND_NO_DCOLL,0.7188,0.7266,0.7345,0.7423,0.7502,0.740451,0.724969,0.709802,0.694809,0.680139,0.66556,0.651185,0.637008,0.623027,0.609238,0.595398,0.581701,0.568055,0.55464,0.541363,0.52775,0.514367,0.501042,0.487815,0.474722,0.461318,0.447925,0.434647,0.421433,0.408314,0.395225,0.382113,0.36918,0.35628,0.343469
BLEND_NO_COLL,0.4043,0.4087,0.4131,0.4176,0.422,0.424512,0.42364,0.422732,0.421824,0.420951,0.420078,0.419205,0.418332,0.417458,0.416492,0.415586,0.414771,0.413865,0.412959,0.412053,0.411197,0.410284,0.409428,0.408571,0.407658,0.4067,0.405861,0.404991,0.40412,0.403194,0.402323,0.401452,0.400526,0.399655,0.398729
INORG_SS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORG_SS,0,0,0,0,0,0.0141704,0.0280582,0.0417646,0.0551005,0.0681769,0.0811613,0.0939435,0.106527,0.119008,0.131203,0.143483,0.155619,0.167614,0.179559,0.191275,0.203187,0.215016,0.226731,0.238348,0.249974,0.261782,0.273547,0.285229,0.296848,0.308513,0.320006,0.331435,0.342828,0.354132,0.365402
NO_SS,1.1231,1.1353,1.1476,1.1599,1.1722,1.16496,1.14861,1.13253,1.11663,1.10109,1.08564,1.07039,1.05534,1.04048,1.02573,1.01098,0.996472,0.98192,0.967598,0.953415,0.938947,0.924651,0.910469,0.896386,0.882381,0.868018,0.853786,0.839638,0.825553,0.811507,0.797461,0.783565,0.769706,0.755935,0.742199
WWWT,0.0542,0.0515,0.0488,0.0462,0.0509138,0.0482138,0.0490464,0.0705514,0.0678514,0.0651514,0.0624514,0.0598514,0.0571514,0.0544514,0.0552404,0.0625397,0.0598397,0.0571397,0.0571397,0.0605831,0.0605831,0.0605831,0.0605831,0.0605831,0.0605831,0.0605831,0.061612,0.061612,0.0644507,0.0644507,0.0644507,0.0644507,0.0644507,0.065071,0.0656389
WWWOT,0.0480004,0.0467004,0.0455004,0.0442004,0.0429004,0.0416004,0.0404004,0.0391004,0.0378004,0.0366004,0.0353004,0.0340004,0.0328004,0.0315004,0.0302004,0.0289004,0.0277004,0.0264004,0.0264004,0.0264004,0.0264004,0.0264004,0.0264004,0.0264004,0.0264004,0.0264004,0.0264004,0.0264004,0.0264004,0.0264004,0.0264004,0.0264004,0.0264004,0.0265319,0.0267158
SEWERWW,0.0455,0.0457,0.0459,0.0462,0.0467,0.0482138,0.0490464,0.0498384,0.0506184,0.0514228,0.0521531,0.0529742,0.0537492,0.0544514,0.0552404,0.055687,0.0561996,0.056738,0.0571397,0.0576302,0.0581217,0.0585406,0.0590554,0.0596298,0.0601309,0.0605831,0.0611049,0.061612,0.0623018,0.0627187,0.0633474,0.0639119,0.0644507,0.065071,0.0656389
DIRECT_DISC,0.0229,0.0216,0.0217,0.0219,0.0221,0.022338,0.0222572,0.0222171,0.0221889,0.0221363,0.0221578,0.0220885,0.0220654,0.0221151,0.0220778,0.0223831,0.0226223,0.0228357,0.0231859,0.0234472,0.0237075,0.0240404,0.0242774,0.0244549,0.0247056,0.0250052,0.0252353,0.0254799,0.025542,0.0258769,0.0260001,0.0261874,0.0264004,0.0265319,0.0267158
T5TSWTSW,1.1231,1.1353,1.1476,1.1599,1.1722,1.17913,1.17667,1.1743,1.17173,1.16927,1.1668,1.16433,1.16187,1.15949,1.15693,1.15447,1.15209,1.14953,1.14707,1.14469,1.14213,1.13967,1.1372,1.13473,1.13227,1.1298,1.12733,1.12487,1.1224,1.11993,1.11747,1.115,1.11253,1.11007,1.1076
T5TWWTWW,0.0671,0.0673,0.0676,0.0681,0.0688,0.0705518,0.0713037,0.0720555,0.0728073,0.0735591,0.074311,0.0750628,0.0758146,0.0765664,0.0773183,0.0780701,0.0788219,0.0795737,0.0803256,0.0810774,0.0818292,0.082581,0.0833329,0.0840847,0.0848365,0.0855883,0.0863402,0.087092,0.0878438,0.0885956,0.0893475,0.0900993,0.0908511,0.0916029,0.0923548
IWW,0.0868,0.0889,0.0909,0.093,0.0951,0.102624,0.108348,0.114071,0.119795,0.125519,0.131243,0.136967,0.142691,0.148414,0.154138,0.159862,0.165586,0.17131,0.177034,0.182757,0.188481,0.194205,0.199929,0.205653,0.211377,0.2171,0.222824,0.228548,0.234272,0.239996,0.24572,0.251443,0.257167,0.262891,0.268615
LANDFILL_ELEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

NewCapacity (Capacity Units )
Technology,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
INORG_RCY_OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMPOST,0,0,0,0,0,0.0141704,0.0280582,0.0417646,0.0551005,0.0681769,0.0811613,0.0939435,0.106527,0.119008,0.131203,0.143483,0.155619,0.167614,0.179559,0.191275,0.203187,0.215016,0.226731,0.238348,0.249974,0.261782,0.273547,0.285229,0.296848,0.308513,0.320006,0.331435,0.342828,0.354132,0.365402
LANDFILL,0,0,0,0,0,0.0217545,0.0431741,0.0641629,0.084636,0.10471,0.123122,0.141246,0.159088,0.176653,0.193945,0.209995,0.225857,0.241444,0.256938,0.272251,0.286605,0.300863,0.314978,0.328975,0.34288,0.356115,0.369219,0.382312,0.395333,0.408314,0.395225,0.382113,0.36918,0.35628,0.343469
NO_CONTR_OD,0.7188,0.7266,0.7345,0.7423,0.7502,0.718697,0.681795,0.645639,0.610173,0.575428,0.542439,0.509939,0.47792,0.446374,0.415293,0.385403,0.355844,0.326611,0.297702,0.269112,0.241234,0.213593,0.186063,0.15884,0.131843,0.105204,0.0787061,0.0523356,0.0261003,0,0,0,0,0,0
COPROC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
