Future.ID,Strategy.ID,Strategy,Fuel,Technology,Emission,Season,Year,SpecifiedAnnualDemand,CapacityFactor,OperationalLife,ResidualCapacity,InputActivityRatio,OutputActivityRatio,EmissionActivityRatio,CapitalCost,VariableCost,FixedCost,TotalAnnualMaxCapacity,TotalAnnualMinCapacity,TotalAnnualMaxCapacityInvestment,TotalAnnualMinCapacityInvestment,TotalTechnologyAnnualActivityUpperLimit,TotalTechnologyAnnualActivityLowerLimit,EmissionsPenalty,SpecifiedDemandProfile,YearSplit,DistanceDriven,UnitCapitalCost (USD),UnitFixedCost (USD),BiofuelShares,FilterFuelType,FilterVehicleType
46,1,LTS,E5TSWTSW,,,,2021,1.123,,,,,,,,,,,,,,,,,,,,,,,,
46,1,LTS,E5TSWTSW,,,,2022,1.1353,,,,,,,,,,,,,,,,,,,,,,,,
46,1,LTS,E5TSWTSW,,,,2023,1.1476,,,,,,,,,,,,,,,,,,,,,,,,
46,1,LTS,E5TSWTSW,,,,2024,1.1599,,,,,,,,,,,,,,,,,,,,,,,,
46,1,LTS,E5TSWTSW,,,,2025,1.1721,,,,,,,,,,,,,,,,,,,,,,,,
46,1,LTS,E5TSWTSW,,,,2026,1.1995220886467366,,,,,,,,,,,,,,,,,,,,,,,,
46,1,LTS,E5TSWTSW,,,,2027,1.2174441772934732,,,,,,,,,,,,,,,,,,,,,,,,
46,1,LTS,E5TSWTSW,,,,2028,1.2353662659402098,,,,,,,,,,,,,,,,,,,,,,,,
46,1,LTS,E5TSWTSW,,,,2029,1.2532883545869464,,,,,,,,,,,,,,,,,,,,,,,,
46,1,LTS,E5TSWTSW,,,,2030,1.271210443233683,,,,,,,,,,,,,,,,,,,,,,,,
46,1,LTS,E5TSWTSW,,,,2031,1.2891325318804197,,,,,,,,,,,,,,,,,,,,,,,,
46,1,LTS,E5TSWTSW,,,,2032,1.3070546205271563,,,,,,,,,,,,,,,,,,,,,,,,
46,1,LTS,E5TSWTSW,,,,2033,1.3249767091738929,,,,,,,,,,,,,,,,,,,,,,,,
46,1,LTS,E5TSWTSW,,,,2034,1.3428987978206295,,,,,,,,,,,,,,,,,,,,,,,,
