Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Submodel
LTS,46,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,114.71,113.154,,,113.154,,,,,,139.4307,,Energy
LTS,46,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,142.986,137.245,,,137.245,,,,,,165.5242,,Energy
LTS,46,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,135.5,126.554,,,126.554,,,,,,149.3888,,Energy
LTS,46,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,132.795,120.684,,,120.684,,,,,,139.4348,,Energy
LTS,46,,DIST_DSL,,2025,,6.86415,6.86415,6.86415,6.86415,,,,136.627,120.82,,,120.82,,,,,,136.627,,Energy
LTS,46,,DIST_DSL,,2026,,7.02958,7.02958,7.02958,7.02958,,,,141.226,121.52,,,121.52,,,,,,134.501,,Energy
LTS,46,,DIST_DSL,,2027,,7.38701,7.38701,7.38701,7.38701,,,,149.934,125.536,,,125.536,,,,,,135.9946,,Energy
LTS,46,,DIST_DSL,,2028,,7.64951,7.64951,7.64951,7.64951,,,,156.844,127.782,,,127.782,,,,,,135.4877,,Energy
LTS,46,,DIST_DSL,,2029,,7.97303,7.97303,7.97303,7.97303,,,,165.127,130.904,,,130.904,,,,,,135.8504,,Energy
LTS,46,,DIST_DSL,,2030,,8.26212,8.26212,8.26212,8.26212,,,,172.823,133.312,,,133.312,,,,,,135.4113,,Energy
LTS,46,,DIST_DSL,,2031,,8.24981,8.24981,8.24981,8.24981,,,,174.271,130.807,,,130.807,,,,,,130.0437,,Energy
