Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP,VarOpex2025,AnnualVariableOperatingCost
LTS,5,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,,,,114.71,113.154,,113.154,,,,,,,,,,,,,,,139.4307,,,,0.0016868125404387,0.0016868125404387,,,
LTS,5,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,,,,142.986,137.245,,137.245,,,,,,,,,,,,,,,165.5242,,,,0.0020243225642042,0.0020243225642042,,,
LTS,5,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,,,,135.5,126.554,,126.554,,,,,,,,,,,,,,,149.3888,,,,0.0019479305932922,0.0019479305932922,,,
LTS,5,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,,,,132.795,120.684,,120.684,,,,,,,,,,,,,,,139.4348,,,,0.0018444868220135,0.0018444868220135,,,
LTS,5,,DIST_DSL,,2025,,6.86415,6.86415,6.86415,6.86415,,,,,,,136.627,120.82,,120.82,,,,,,,,,,,,,,,136.627,,,,0.0018335384261146,0.0018335384261146,,,
LTS,5,,DIST_DSL,,2026,,7.02958,7.02958,7.02958,7.02958,,,,,,,139.346,119.903,,119.903,,,,,,,,,,,,,,,132.7105,,,,0.0018067899939225,0.0018067899939225,,,
LTS,5,,DIST_DSL,,2027,,7.25469,7.25469,7.25469,7.25469,,,,,,,143.369,120.039,,120.039,,,,,,,,,,,,,,,130.0399,,,,0.0017960900738196,0.0017960900738196,,,
LTS,5,,DIST_DSL,,2028,,7.37349,7.37349,7.37349,7.37349,,,,,,,145.269,118.352,,118.352,,,,,,,,,,,,,,,125.4888,,,,0.0017583506654776,0.0017583506654776,,,
LTS,5,,DIST_DSL,,2029,,7.54446,7.54446,7.54446,7.54446,,,,,,,148.18,117.47,,117.47,,,,,,,,,,,,,,,121.9081,,,,0.0017329331920049,0.0017329331920049,,,
LTS,5,,DIST_DSL,,2030,,7.67105,7.67105,7.67105,7.67105,,,,,,,150.201,115.863,,115.863,,,,,,,,,,,,,,,117.6864,,,,0.0016971676315107,0.0016971676315107,,,
LTS,5,,DIST_DSL,,2031,,7.50792,7.50792,7.50792,7.50792,,,,,,,146.552,110.001,,110.001,,,,,,,,,,,,,,,109.3594,,,,0.0015999387327835,0.0015999387327835,,,
LTS,5,,DIST_DSL,,2032,,7.32557,7.32557,7.32557,7.32557,,,,,,,142.549,104.112,,104.112,,,,,,,,,,,,,,,101.3069,,,,0.0015036108960503,0.0015036108960503,,,
LTS,5,,DIST_DSL,,2033,,7.10071,7.10071,7.10071,7.10071,,,,,,,137.743,97.8905,,97.8905,,,,,,,,,,,,,,,93.2299,,,,0.0014037847276582,0.0014037847276582,,,
LTS,5,,DIST_DSL,,2034,,6.89996,6.89996,6.89996,6.89996,,,,,,,133.43,92.2694,,92.2694,,,,,,,,,,,,,,,86.0102,,,,0.0013138450471046,0.0013138450471046,,,
LTS,5,,DIST_DSL,,2035,,6.70218,6.70218,6.70218,6.70218,,,,,,,129.199,86.9356,,86.9356,,,,,,,,,,,,,,,79.317,,,,0.0012291630627696,0.0012291630627696,,,
LTS,5,,DIST_DSL,,2036,,6.49678,6.49678,6.49678,6.49678,,,,,,,124.846,81.7422,,81.7422,,,,,,,,,,,,,,,72.9949,,,,0.0011475844835462,0.0011475844835462,,,
LTS,5,,DIST_DSL,,2037,,6.29109,6.29109,6.29109,6.29109,,,,,,,120.512,76.7778,,76.7778,,,,,,,,,,,,,,,67.1056,,,,0.0010702864215758,0.0010702864215758,,,
LTS,5,,DIST_DSL,,2038,,6.08473,6.08473,6.08473,6.08473,,,,,,,116.19,72.0292,,72.0292,,,,,,,,,,,,,,,61.618,,,,0.000997006890691,0.000997006890691,,,
LTS,5,,DIST_DSL,,2039,,5.91005,5.91005,5.91005,5.91005,,,,,,,112.497,67.8597,,67.8597,,,,,,,,,,,,,,,56.8186,,,,0.0009326743556825,0.0009326743556825,,,
LTS,5,,DIST_DSL,,2040,,5.72947,5.72947,5.72947,5.72947,,,,,,,108.712,63.8089,,63.8089,,,,,,,,,,,,,,,52.2923,,,,0.000870815733,0.000870815733,,,
LTS,5,,DIST_DSL,,2041,,5.67519,5.67519,5.67519,5.67519,,,,,,,107.338,61.3044,,61.3044,,,,,,,,,,,,,,,49.1728,,,,0.0008307339639243,0.0008307339639243,,,
LTS,5,,DIST_DSL,,2042,,5.57886,5.57886,5.57886,5.57886,,,,,,,105.178,58.4517,,58.4517,,,,,,,,,,,,,,,45.8888,,,,0.0007864897417777,0.0007864897417777,,,
LTS,5,,DIST_DSL,,2043,,5.51736,5.51736,5.51736,5.51736,,,,,,,103.684,56.0684,,56.0684,,,,,,,,,,,,,,,43.0828,,,,0.0007490996326292,0.0007490996326292,,,
LTS,5,,DIST_DSL,,2044,,5.41435,5.41435,5.41435,5.41435,,,,,,,101.42,53.366,,53.366,,,,,,,,,,,,,,,40.1353,,,,0.0007079639332438,0.0007079639332438,,,
LTS,5,,DIST_DSL,,2045,,5.29699,5.29699,5.29699,5.29699,,,,,,,98.9007,50.6377,,50.6377,,,,,,,,,,,,,,,37.2746,,,,0.0006670318618036,0.0006670318618036,,,
LTS,5,,DIST_DSL,,2046,,5.18003,5.18003,5.18003,5.18003,,,,,,,96.4025,48.0282,,48.0282,,,,,,,,,,,,,,,34.6029,,,,0.0006281960434668,0.0006281960434668,,,
LTS,5,,DIST_DSL,,2047,,5.05939,5.05939,5.05939,5.05939,,,,,,,93.8506,45.4966,,45.4966,,,,,,,,,,,,,,,32.0828,,,,0.0005908859182418,0.0005908859182418,,,
LTS,5,,DIST_DSL,,2048,,4.93667,4.93667,4.93667,4.93667,,,,,,,91.275,43.0553,,43.0553,,,,,,,,,,,,,,,29.7165,,,,0.0005552366366594,0.0005552366366594,,,
LTS,5,,DIST_DSL,,2049,,4.79597,4.79597,4.79597,4.79597,,,,,,,88.3829,40.5674,,40.5674,,,,,,,,,,,,,,,27.4047,,,,0.0005194625069725,0.0005194625069725,,,
LTS,5,,DIST_DSL,,2050,,4.63481,4.63481,4.63481,4.63481,,,,,,,85.1321,38.0221,,38.0221,,,,,,,,,,,,,,,25.1397,,,,0.0004834360053958,0.0004834360053958,,,
LTS,5,,DIST_DSL,,2051,,4.57637,4.57637,4.57637,4.57637,,,,,,,83.7815,36.4103,,36.4103,,,,,,,,,,,,,,,23.5628,,,,0.0004596777302954,0.0004596777302954,,,
LTS,5,,DIST_DSL,,2052,,4.52184,4.52184,4.52184,4.52184,,,,,,,82.5087,34.8907,,34.8907,,,,,,,,,,,,,,,22.0998,,,,0.0004373858849739,0.0004373858849739,,,
LTS,5,,DIST_DSL,,2053,,4.4685,4.4685,4.4685,4.4685,,,,,,,81.2647,33.4384,,33.4384,,,,,,,,,,,,,,,20.7301,,,,0.0004162235434009,0.0004162235434009,,,
LTS,5,,DIST_DSL,,2054,,4.404,4.404,4.404,4.404,,,,,,,79.8247,31.9606,,31.9606,,,,,,,,,,,,,,,19.3931,,,,0.0003950223672236,0.0003950223672236,,,
LTS,5,,DIST_DSL,,2055,,4.32146,4.32146,4.32146,4.32146,,,,,,,78.0668,30.4142,,30.4142,,,,,,,,,,,,,,,18.0629,,,,0.0003732591446164,0.0003732591446164,,,
