PARAMETER,Scenario,REGION,TECHNOLOGY,FUEL,EMISSION,MODE_OF_OPERATION,YEAR,TIMESLICE,SEASON,DAYTYPE,DAILYTIMEBRACKET,STORAGE,Value
OperationalLife,BAU,JAM,INORG_RCY_OS,,,,,,,,,,1
OperationalLife,BAU,JAM,AD,,,,,,,,,,1
OperationalLife,BAU,JAM,COMPOST,,,,,,,,,,1
OperationalLife,BAU,JAM,LANDFILL,,,,,,,,,,1
OperationalLife,BAU,JAM,NO_CONTR_OD,,,,,,,,,,1
OperationalLife,BAU,JAM,COPROC,,,,,,,,,,1
OperationalLife,BAU,JAM,INCIN,,,,,,,,,,1
OperationalLife,BAU,JAM,OPEN_BURN,,,,,,,,,,1
OperationalLife,BAU,JAM,SIT_CLAN,,,,,,,,,,1
OperationalLife,BAU,JAM,AERO_PTAR,,,,,,,,,,20
OperationalLife,BAU,JAM,AERO_PTAR_RU,,,,,,,,,,20
OperationalLife,BAU,JAM,ANAE_LAGN,,,,,,,,,,20
OperationalLife,BAU,JAM,ANAE_LAGN_RU,,,,,,,,,,20
OperationalLife,BAU,JAM,SEPT_SYST,,,,,,,,,,20
OperationalLife,BAU,JAM,LATR,,,,,,,,,,20
OperationalLife,BAU,JAM,EFLT_DISC,,,,,,,,,,100
OperationalLife,BAU,JAM,SEWER_NO_T,,,,,,,,,,100
OperationalLife,BAU,JAM,OSS_INORG,,,,,,,,,,1
OperationalLife,BAU,JAM,OSS_ORG,,,,,,,,,,1
OperationalLife,BAU,JAM,NO_OSS_BLEND,,,,,,,,,,1
OperationalLife,BAU,JAM,NO_OSS_NO_COLL,,,,,,,,,,1
OperationalLife,BAU,JAM,INORG_DCOLL,,,,,,,,,,1
OperationalLife,BAU,JAM,ORG_DCOLL,,,,,,,,,,1
OperationalLife,BAU,JAM,BLEND_NO_DCOLL,,,,,,,,,,1
OperationalLife,BAU,JAM,BLEND_NO_COLL,,,,,,,,,,1
OperationalLife,BAU,JAM,INORG_SS,,,,,,,,,,1
OperationalLife,BAU,JAM,ORG_SS,,,,,,,,,,1
OperationalLife,BAU,JAM,NO_SS,,,,,,,,,,1
OperationalLife,BAU,JAM,WWWT,,,,,,,,,,100
OperationalLife,BAU,JAM,WWWOT,,,,,,,,,,100
OperationalLife,BAU,JAM,SEWERWW,,,,,,,,,,100
OperationalLife,BAU,JAM,DIRECT_DISC,,,,,,,,,,100
OperationalLife,BAU,JAM,T5TSWTSW,,,,,,,,,,1
OperationalLife,BAU,JAM,T5TWWTWW,,,,,,,,,,100
