Strategy,Future.ID,Year,Technology,Fuel,Emission,AccumulatedNewCapacity,AnnualEmissions,AnnualFixedOperatingCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,AnnualVariableOperatingCost,CapitalInvestment,Demand,DiscountedCapitalInvestment,DiscountedOperatingCost,DiscountedSalvageValue,DiscountedTechnologyEmissionsPenalty,NewCapacity,OperatingCost,ProductionByTechnology,RateOfProductionByTechnologyByMode,SalvageValue,TotalCapacityAnnual,TotalDiscountedCost,TotalDiscountedCostByTechnology,TotalTechnologyAnnualActivity,UseByTechnology,Externalities2025,Capex2025,Opex2025,FixedOpex2025,VarOpex2025
BAU,42,2021,DIST_DSL,,,9.315926,,,,,,,,,,,,,9.315926,,,,,9.315926,,,9.315926,,,,,,
BAU,42,2022,DIST_DSL,,,10.088475,,,,,,,,,,,,,10.088475,,,,,10.088475,,,10.088475,,,,,,
BAU,42,2023,DIST_DSL,,,10.558755,,,,,,,,,,,,,10.558755,,,,,10.558755,,,10.558755,,,,,,
BAU,42,2024,DIST_DSL,,,10.76274,,,,,,,,,,,,,10.76274,,,,,10.76274,,,10.76274,,,,,,
BAU,42,2025,DIST_DSL,,,10.970848,,,,,,,,,,,,,10.970848,,,,,10.970848,,,10.970848,,,,,,
BAU,42,2026,DIST_DSL,,,11.139703,,,,,,,,,,,,,11.139703,,,,,11.139703,,,11.139703,,,,,,
BAU,42,2027,DIST_DSL,,,11.26129,,,,,,,,,,,,,11.26129,,,,,11.26129,,,11.26129,,,,,,
BAU,42,2028,DIST_DSL,,,11.457829,,,,,,,,,,,,,11.457829,,,,,11.457829,,,11.457829,,,,,,
BAU,42,2029,DIST_DSL,,,11.656863,,,,,,,,,,,,,11.656863,,,,,11.656863,,,11.656863,,,,,,
BAU,42,2030,DIST_DSL,,,11.859936,,,,,,,,,,,,,11.859936,,,,,11.859936,,,11.859936,,,,,,
BAU,42,2031,DIST_DSL,,,12.087461,,,,,,,,,,,,,12.087461,,,,,12.087461,,,12.087461,,,,,,
BAU,42,2032,DIST_DSL,,,12.312012,,,,,,,,,,,,,12.312012,,,,,12.312012,,,12.312012,,,,,,
BAU,42,2033,DIST_DSL,,,12.536789,,,,,,,,,,,,,12.536789,,,,,12.536789,,,12.536789,,,,,,
BAU,42,2034,DIST_DSL,,,12.759003,,,,,,,,,,,,,12.759003,,,,,12.759003,,,12.759003,,,,,,
