Strategy,Future.ID,Year,Technology,Fuel,Emission,AccumulatedNewCapacity,AnnualEmissions,AnnualFixedOperatingCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,AnnualVariableOperatingCost,CapitalInvestment,Demand,DiscountedCapitalInvestment,DiscountedOperatingCost,DiscountedSalvageValue,DiscountedTechnologyEmissionsPenalty,NewCapacity,OperatingCost,ProductionByTechnology,RateOfProductionByTechnologyByMode,SalvageValue,TotalCapacityAnnual,TotalDiscountedCost,TotalDiscountedCostByTechnology,TotalTechnologyAnnualActivity,UseByTechnology,Externalities2025,Capex2025,Opex2025,FixedOpex2025,VarOpex2025
LTS,75,2021,DIST_DSL,,,9.3252953,,,,,,,,,,,,,9.3252953,,,,,9.3252953,,,9.3252953,,,,,,
LTS,75,2022,DIST_DSL,,,10.088475,,,,,,,,,,,,,10.088475,,,,,10.088475,,,10.088475,,,,,,
LTS,75,2023,DIST_DSL,,,10.558755,,,,,,,,,,,,,10.558755,,,,,10.558755,,,10.558755,,,,,,
LTS,75,2024,DIST_DSL,,,10.76274,,,,,,,,,,,,,10.76274,,,,,10.76274,,,10.76274,,,,,,
LTS,75,2025,DIST_DSL,,,10.970848,,,,,,,,,,,,,10.970848,,,,,10.970848,,,10.970848,,,,,,
LTS,75,2026,DIST_DSL,,,11.116983,,,,,,,,,,,,,11.116983,,,,,11.116983,,,11.116983,,,,,,
LTS,75,2027,DIST_DSL,,,11.435925,,,,,,,,,,,,,11.435925,,,,,11.435925,,,11.435925,,,,,,
LTS,75,2028,DIST_DSL,,,11.812845,,,,,,,,,,,,,11.812845,,,,,11.812845,,,11.812845,,,,,,
LTS,75,2029,DIST_DSL,,,12.168114,,,,,,,,,,,,,12.168114,,,,,12.168114,,,12.168114,,,,,,
LTS,75,2030,DIST_DSL,,,12.484511,,,,,,,,,,,,,12.484511,,,,,12.484511,,,12.484511,,,,,,
LTS,75,2031,DIST_DSL,,,12.505296,,,,,,,,,,,,,12.505296,,,,,12.505296,,,12.505296,,,,,,
LTS,75,2032,DIST_DSL,,,12.507497,,,,,,,,,,,,,12.507497,,,,,12.507497,,,12.507497,,,,,,
LTS,75,2033,DIST_DSL,,,12.466728,,,,,,,,,,,,,12.466728,,,,,12.466728,,,12.466728,,,,,,
LTS,75,2034,DIST_DSL,,,12.434987,,,,,,,,,,,,,12.434987,,,,,12.434987,,,12.434987,,,,,,
LTS,75,2035,DIST_DSL,,,12.42442,,,,,,,,,,,,,12.42442,,,,,12.42442,,,12.42442,,,,,,
LTS,75,2036,DIST_DSL,,,12.40154,,,,,,,,,,,,,12.40154,,,,,12.40154,,,12.40154,,,,,,
LTS,75,2037,DIST_DSL,,,12.379773,,,,,,,,,,,,,12.379773,,,,,12.379773,,,12.379773,,,,,,
LTS,75,2038,DIST_DSL,,,12.357821,,,,,,,,,,,,,12.357821,,,,,12.357821,,,12.357821,,,,,,
LTS,75,2039,DIST_DSL,,,12.340538,,,,,,,,,,,,,12.340538,,,,,12.340538,,,12.340538,,,,,,
LTS,75,2040,DIST_DSL,,,12.35353,,,,,,,,,,,,,12.35353,,,,,12.35353,,,12.35353,,,,,,
LTS,75,2041,DIST_DSL,,,12.509178,,,,,,,,,,,,,12.509178,,,,,12.509178,,,12.509178,,,,,,
LTS,75,2042,DIST_DSL,,,12.62436,,,,,,,,,,,,,12.62436,,,,,12.62436,,,12.62436,,,,,,
LTS,75,2043,DIST_DSL,,,12.784534,,,,,,,,,,,,,12.784534,,,,,12.784534,,,12.784534,,,,,,
LTS,75,2044,DIST_DSL,,,12.906088,,,,,,,,,,,,,12.906088,,,,,12.906088,,,12.906088,,,,,,
LTS,75,2045,DIST_DSL,,,13.018216,,,,,,,,,,,,,13.018216,,,,,13.018216,,,13.018216,,,,,,
LTS,75,2046,DIST_DSL,,,13.142203,,,,,,,,,,,,,13.142203,,,,,13.142203,,,13.142203,,,,,,
LTS,75,2047,DIST_DSL,,,13.260765,,,,,,,,,,,,,13.260765,,,,,13.260765,,,13.260765,,,,,,
LTS,75,2048,DIST_DSL,,,13.390475,,,,,,,,,,,,,13.390475,,,,,13.390475,,,13.390475,,,,,,
LTS,75,2049,DIST_DSL,,,13.504667,,,,,,,,,,,,,13.504667,,,,,13.504667,,,13.504667,,,,,,
LTS,75,2050,DIST_DSL,,,13.600253,,,,,,,,,,,,,13.600253,,,,,13.600253,,,13.600253,,,,,,
LTS,75,2051,DIST_DSL,,,13.778246,,,,,,,,,,,,,13.778246,,,,,13.778246,,,13.778246,,,,,,
LTS,75,2052,DIST_DSL,,,13.966058,,,,,,,,,,,,,13.966058,,,,,13.966058,,,13.966058,,,,,,
LTS,75,2053,DIST_DSL,,,14.166902,,,,,,,,,,,,,14.166902,,,,,14.166902,,,14.166902,,,,,,
LTS,75,2054,DIST_DSL,,,14.360369,,,,,,,,,,,,,14.360369,,,,,14.360369,,,14.360369,,,,,,
LTS,75,2055,DIST_DSL,,,14.538106,,,,,,,,,,,,,14.538106,,,,,14.538106,,,14.538106,,,,,,
LTS,75,2021,DIST_GSL,,,20.866539,,,,,,,,,,,,,20.866539,,,,,20.866539,,,20.866539,,,,,,
LTS,75,2022,DIST_GSL,,,22.576075,,,,,,,,,,,,,22.576075,,,,,22.576075,,,22.576075,,,,,,
LTS,75,2023,DIST_GSL,,,23.629716,,,,,,,,,,,,,23.629716,,,,,23.629716,,,23.629716,,,,,,
LTS,75,2024,DIST_GSL,,,24.082654,,,,,,,,,,,,,24.082654,,,,,24.082654,,,24.082654,,,,,,
LTS,75,2025,DIST_GSL,,,24.54924,,,,,,,,,,,,,24.54924,,,,,24.54924,,,24.54924,,,,,,
LTS,75,2026,DIST_GSL,,,22.327151,,,,,,,,,,,,,22.327151,,,,,22.327151,,,22.327151,,,,,,
LTS,75,2027,DIST_GSL,,,20.729739,,,,,,,,,,,,,20.729739,,,,,20.729739,,,20.729739,,,,,,
