Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
LTS,32,,COMPOST,,2026,,0.0142333,0.0142333,0.0142333,0.0142333,,,0.523074,0.355995,,,0.896698,0.58724,0.896698,,0.3985,,,,-0.831794,-0.544735,,,,,,,,0.498,,0.8537,0.8537,,nan,,nan,nan,
LTS,32,,COMPOST,,2027,,0.028308,0.028308,0.028308,0.028308,,,1.04032,0.655578,,,1.78341,1.08142,1.78341,,0.733852,,,,-1.65432,-1.00315,,,,,,,,0.9429,,1.6164,1.6164,,nan,,nan,nan,
LTS,32,,COMPOST,,2028,,0.0423235,0.0423235,0.0423235,0.0423235,,,1.55539,0.907554,,,2.66638,1.49708,2.66638,,1.01591,,,,-2.47338,-1.38872,,,,,,,,1.3421,,2.3007,2.3007,,nan,,nan,nan,
LTS,32,,COMPOST,,2029,,0.0560858,0.0560858,0.0560858,0.0560858,,,2.06115,1.11358,,,3.53341,1.83693,3.53341,,1.24654,,,,-3.27765,-1.70397,,,,,,,,1.6931,,2.9025,2.9025,,nan,,nan,nan,
LTS,32,,COMPOST,,2030,,0.069704,0.069704,0.069704,0.069704,,,2.56162,1.28145,,,4.39135,2.11384,4.39135,,1.43445,,,,-4.0735,-1.96084,,,,,,,,2.0033,,3.4342,3.4342,,nan,,nan,nan,
LTS,32,,COMPOST,,2031,,0.0833474,0.0833474,0.0833474,0.0833474,,,3.06302,1.41877,,,5.25089,2.34036,5.25089,,1.58817,,,,-4.87082,-2.17097,,,,,,,,2.2805,,3.9094,3.9094,,nan,,nan,nan,
LTS,32,,COMPOST,,2032,,0.096902,0.096902,0.096902,0.096902,,,3.56115,1.52732,,,6.10483,2.51942,6.10483,,1.70967,,,,-5.66295,-2.33706,,,,,,,,2.5241,,4.327,4.327,,nan,,nan,nan,
LTS,32,,COMPOST,,2033,,0.110369,0.110369,0.110369,0.110369,,,4.05607,1.61072,,,6.95326,2.657,6.95326,,1.80304,,,,-6.44998,-2.46468,,,,,,,,2.737,,4.6919,4.6919,,nan,,nan,nan,
LTS,32,,COMPOST,,2034,,0.123847,0.123847,0.123847,0.123847,,,4.55139,1.67354,,,7.80238,2.76062,7.80238,,1.87335,,,,-7.23763,-2.5608,,,,,,,,2.9238,,5.0123,5.0123,,nan,,nan,nan,
LTS,32,,COMPOST,,2035,,0.137144,0.137144,0.137144,0.137144,,,5.04003,1.71593,,,8.64006,2.83056,8.64006,,1.92081,,,,-8.01468,-2.62568,,,,,,,,3.0824,,5.2841,5.2841,,nan,,nan,nan,
LTS,32,,COMPOST,,2036,,0.150644,0.150644,0.150644,0.150644,,,5.53616,1.74523,,,9.49057,2.87888,9.49057,,1.95361,,,,-8.80363,-2.67051,,,,,,,,3.2233,,5.5257,5.5257,,nan,,nan,nan,
LTS,32,,COMPOST,,2037,,0.16411,0.16411,0.16411,0.16411,,,6.03105,1.76041,,,10.3389,2.90392,10.3389,,1.97059,,,,-9.5906,-2.69373,,,,,,,,3.343,,5.7308,5.7308,,nan,,nan,nan,
LTS,32,,COMPOST,,2038,,0.177543,0.177543,0.177543,0.177543,,,6.5247,1.76342,,,11.1852,2.9089,11.1852,,1.97397,,,,-10.3756,-2.69835,,,,,,,,3.4431,,5.9025,5.9025,,nan,,nan,nan,
LTS,32,,COMPOST,,2039,,0.191038,0.191038,0.191038,0.191038,,,7.02066,1.75691,,,12.0354,2.89816,12.0354,,1.96669,,,,-11.1643,-2.68838,,,,,,,,3.5271,,6.0464,6.0464,,nan,,nan,nan,
LTS,32,,COMPOST,,2040,,0.204405,0.204405,0.204405,0.204405,,,7.51189,1.74059,,,12.8775,2.87124,12.8775,,1.94842,,,,-11.9454,-2.66341,,,,,,,,3.5928,,6.159,6.159,,nan,,nan,nan,
LTS,32,,COMPOST,,2041,,0.218097,0.218097,0.218097,0.218097,,,8.01506,1.71962,,,13.7401,2.83663,13.7401,,1.92493,,,,-12.7456,-2.63131,,,,,,,,3.6495,,6.2563,6.2563,,nan,,nan,nan,
LTS,32,,COMPOST,,2042,,0.231817,0.231817,0.231817,0.231817,,,8.51926,1.6924,,,14.6045,2.79174,14.6045,,1.89447,,,,-13.5474,-2.58967,,,,,,,,3.6929,,6.3308,6.3308,,nan,,nan,nan,
LTS,32,,COMPOST,,2043,,0.24553,0.24553,0.24553,0.24553,,,9.02322,1.65974,,,15.4684,2.73785,15.4684,,1.8579,,,,-14.3488,-2.53968,,,,,,,,3.7237,,6.3835,6.3835,,nan,,nan,nan,
LTS,32,,COMPOST,,2044,,0.259253,0.259253,0.259253,0.259253,,,9.52754,1.62269,,,16.3329,2.67674,16.3329,,1.81643,,,,-15.1507,-2.48299,,,,,,,,3.7432,,6.4169,6.4169,,nan,,nan,nan,
LTS,32,,COMPOST,,2045,,0.273103,0.273103,0.273103,0.273103,,,10.0365,1.58275,,,17.2055,2.61087,17.2055,,1.77173,,,,-15.9601,-2.42189,,,,,,,,3.7539,,6.4354,6.4354,,nan,,nan,nan,
LTS,32,,COMPOST,,2046,,0.28727,0.28727,0.28727,0.28727,,,10.5572,1.54153,,,18.098,2.54287,18.098,,1.72559,,,,-16.788,-2.35882,,,,,,,,3.7592,,6.4444,6.4444,,nan,,nan,nan,
LTS,32,,COMPOST,,2047,,0.30151,0.30151,0.30151,0.30151,,,11.0805,1.4981,,,18.9951,2.47123,18.9951,,1.67697,,,,-17.6202,-2.29236,,,,,,,,3.7563,,6.4393,6.4393,,nan,,nan,nan,
LTS,32,,COMPOST,,2048,,0.315778,0.315778,0.315778,0.315778,,,11.6048,1.45277,,,19.894,2.39646,19.894,,1.62623,,,,-18.4541,-2.223,,,,,,,,3.7452,,6.4204,6.4204,,nan,,nan,nan,
LTS,32,,COMPOST,,2049,,0.330096,0.330096,0.330096,0.330096,,,12.131,1.40615,,,20.7961,2.31955,20.7961,,1.57404,,,,-19.2908,-2.15166,,,,,,,,3.7272,,6.3895,6.3895,,nan,,nan,nan,
