Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP,VarOpex2025,AnnualVariableOperatingCost
BAU,78,,DIST_DSL,,2021,,6.04818,6.04818,6.04818,6.04818,,,,,,,114.417,112.865,,112.865,,,,,,,,,,,,,,,139.0746,,,,0.0016825039703546,0.0016825039703546,,,
BAU,78,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,,,,142.986,137.245,,137.245,,,,,,,,,,,,,,,165.5242,,,,0.0020243225642042,0.0020243225642042,,,
BAU,78,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,,,,135.5,126.554,,126.554,,,,,,,,,,,,,,,149.3888,,,,0.0019479305932922,0.0019479305932922,,,
BAU,78,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,,,,132.795,120.684,,120.684,,,,,,,,,,,,,,,139.4348,,,,0.0018444868220135,0.0018444868220135,,,
BAU,78,,DIST_DSL,,2025,,6.94212,6.94212,6.94212,6.94212,,,,,,,138.179,122.192,,122.192,,,,,,,,,,,,,,,138.179,,,,0.0018543663125304,0.0018543663125304,,,
BAU,78,,DIST_DSL,,2026,,7.0667,7.0667,7.0667,7.0667,,,,,,,144.534,124.367,,124.367,,,,,,,,,,,,,,,137.6514,,,,0.0018740583995244,0.0018740583995244,,,
BAU,78,,DIST_DSL,,2027,,7.38771,7.38771,7.38771,7.38771,,,,,,,155.305,130.033,,130.033,,,,,,,,,,,,,,,140.8662,,,,0.0019456205772311,0.0019456205772311,,,
BAU,78,,DIST_DSL,,2028,,7.79015,7.79015,7.79015,7.79015,,,,,,,168.201,137.035,,137.035,,,,,,,,,,,,,,,145.2983,,,,0.0020359209009837,0.0020359209009837,,,
BAU,78,,DIST_DSL,,2029,,8.20467,8.20467,8.20467,8.20467,,,,,,,181.823,144.14,,144.14,,,,,,,,,,,,,,,149.5862,,,,0.0021263794241755,0.0021263794241755,,,
BAU,78,,DIST_DSL,,2030,,8.62686,8.62686,8.62686,8.62686,,,,,,,196.09,151.26,,151.26,,,,,,,,,,,,,,,153.6416,,,,0.0022156798245716,0.0022156798245716,,,
BAU,78,,DIST_DSL,,2031,,9.08096,9.08096,9.08096,9.08096,,,,,,,211.583,158.812,,158.812,,,,,,,,,,,,,,,157.8865,,,,0.0023098934205913,0.0023098934205913,,,
BAU,78,,DIST_DSL,,2032,,9.53998,9.53998,9.53998,9.53998,,,,,,,227.71,166.31,,166.31,,,,,,,,,,,,,,,161.8292,,,,0.002401888755999,0.002401888755999,,,
BAU,78,,DIST_DSL,,2033,,10.0052,10.0052,10.0052,10.0052,,,,,,,244.511,173.767,,173.767,,,,,,,,,,,,,,,165.4947,,,,0.002491889626759,0.002491889626759,,,
