Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
LTS,63,,COMPOST,,2026,,0.0143699,0.0143699,0.0143699,0.0143699,,,0.528094,0.359412,,,0.905304,0.592876,0.905304,,0.402325,,,,-0.839777,-0.549963,,,,,,,,0.5028,,0.8619,0.8619,,nan,,nan,nan,
LTS,63,,COMPOST,,2027,,0.0288501,0.0288501,0.0288501,0.0288501,,,1.06024,0.668131,,,1.81756,1.10213,1.81756,,0.747905,,,,-1.686,-1.02236,,,,,,,,0.9609,,1.6473,1.6473,,nan,,nan,nan,
LTS,63,,COMPOST,,2028,,0.0435363,0.0435363,0.0435363,0.0435363,,,1.59996,0.933561,,,2.74279,1.53998,2.74279,,1.04503,,,,-2.54426,-1.42851,,,,,,,,1.3805,,2.3666,2.3666,,nan,,nan,nan,
LTS,63,,COMPOST,,2029,,0.0582238,0.0582238,0.0582238,0.0582238,,,2.13972,1.15603,,,3.6681,1.90695,3.6681,,1.29405,,,,-3.4026,-1.76892,,,,,,,,1.7577,,3.0132,3.0132,,nan,,nan,nan,
LTS,63,,COMPOST,,2030,,0.0730176,0.0730176,0.0730176,0.0730176,,,2.6834,1.34237,,,4.60011,2.21433,4.60011,,1.50264,,,,-4.26715,-2.05405,,,,,,,,2.0985,,3.5974,3.5974,,nan,,nan,nan,
LTS,63,,COMPOST,,2031,,0.0880911,0.0880911,0.0880911,0.0880911,,,3.23735,1.49952,,,5.54974,2.47356,5.54974,,1.67856,,,,-5.14804,-2.29452,,,,,,,,2.4102,,4.1318,4.1318,,nan,,nan,nan,
LTS,63,,COMPOST,,2032,,0.103321,0.103321,0.103321,0.103321,,,3.79706,1.6285,,,6.50925,2.68632,6.50925,,1.82293,,,,-6.0381,-2.49188,,,,,,,,2.6913,,4.6137,4.6137,,nan,,nan,nan,
LTS,63,,COMPOST,,2033,,0.118706,0.118706,0.118706,0.118706,,,4.36245,1.73239,,,7.47848,2.8577,7.47848,,1.93923,,,,-6.93718,-2.65086,,,,,,,,2.9437,,5.0463,5.0463,,nan,,nan,nan,
LTS,63,,COMPOST,,2034,,0.134347,0.134347,0.134347,0.134347,,,4.93727,1.81542,,,8.46389,2.99467,8.46389,,2.03218,,,,-7.85126,-2.77791,,,,,,,,3.1717,,5.4372,5.4372,,nan,,nan,nan,
LTS,63,,COMPOST,,2035,,0.150034,0.150034,0.150034,0.150034,,,5.51373,1.87721,,,9.45211,3.0966,9.45211,,2.10135,,,,-8.76796,-2.87246,,,,,,,,3.3721,,5.7807,5.7807,,nan,,nan,nan,
