Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Submodel
BAU,72,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,114.71,113.154,,,113.154,,,,,,139.4307,,Energy
BAU,72,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,142.986,137.245,,,137.245,,,,,,165.5242,,Energy
BAU,72,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,135.5,126.554,,,126.554,,,,,,149.3888,,Energy
BAU,72,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,132.795,120.684,,,120.684,,,,,,139.4348,,Energy
BAU,72,,DIST_DSL,,2025,,6.94212,6.94212,6.94212,6.94212,,,,138.179,122.192,,,122.192,,,,,,138.179,,Energy
BAU,72,,DIST_DSL,,2026,,7.0667,7.0667,7.0667,7.0667,,,,140.267,120.695,,,120.695,,,,,,133.5876,,Energy
BAU,72,,DIST_DSL,,2027,,7.07291,7.07291,7.07291,7.07291,,,,140.146,117.341,,,117.341,,,,,,127.1166,,Energy
BAU,72,,DIST_DSL,,2028,,7.15151,7.15151,7.15151,7.15151,,,,141.458,115.247,,,115.247,,,,,,122.1967,,Energy
BAU,72,,DIST_DSL,,2029,,7.22468,7.22468,7.22468,7.22468,,,,142.656,113.091,,,113.091,,,,,,117.3634,,Energy
BAU,72,,DIST_DSL,,2030,,7.30064,7.30064,7.30064,7.30064,,,,143.904,111.005,,,111.005,,,,,,112.7525,,Energy
BAU,72,,DIST_DSL,,2031,,7.39819,7.39819,7.39819,7.39819,,,,145.573,109.266,,,109.266,,,,,,108.6288,,Energy
BAU,72,,DIST_DSL,,2032,,7.49148,7.49148,7.49148,7.49148,,,,147.151,107.473,,,107.473,,,,,,104.5775,,Energy
BAU,72,,DIST_DSL,,2033,,7.58339,7.58339,7.58339,7.58339,,,,148.695,105.674,,,105.674,,,,,,100.6426,,Energy
BAU,72,,DIST_DSL,,2034,,7.67248,7.67248,7.67248,7.67248,,,,150.177,103.85,,,103.85,,,,,,96.8054,,Energy
BAU,72,,DIST_DSL,,2035,,7.75777,7.75777,7.75777,7.75777,,,,151.58,101.995,,,101.995,,,,,,93.057,,Energy
BAU,72,,DIST_DSL,,2036,,7.91478,7.91478,7.91478,7.91478,,,,154.375,101.076,,,101.076,,,,,,90.2599,,Energy
BAU,72,,DIST_DSL,,2037,,8.0692,8.0692,8.0692,8.0692,,,,157.109,100.094,,,100.094,,,,,,87.4842,,Energy
BAU,72,,DIST_DSL,,2038,,8.19611,8.19611,8.19611,8.19611,,,,159.298,98.7527,,,98.7527,,,,,,84.4791,,Energy
BAU,72,,DIST_DSL,,2039,,8.32089,8.32089,8.32089,8.32089,,,,161.437,97.3812,,,97.3812,,,,,,81.5367,,Energy
BAU,72,,DIST_DSL,,2040,,8.44002,8.44002,8.44002,8.44002,,,,163.457,95.9422,,,95.9422,,,,,,78.6256,,Energy
BAU,72,,DIST_DSL,,2041,,8.66766,8.66766,8.66766,8.66766,,,,167.568,95.7039,,,95.7039,,,,,,76.7648,,Energy
BAU,72,,DIST_DSL,,2042,,8.88842,8.88842,8.88842,8.88842,,,,171.53,95.3263,,,95.3263,,,,,,74.838,,Energy
BAU,72,,DIST_DSL,,2043,,9.10584,9.10584,9.10584,9.10584,,,,175.411,94.8559,,,94.8559,,,,,,72.8869,,Energy
BAU,72,,DIST_DSL,,2044,,9.31878,9.31878,9.31878,9.31878,,,,179.193,94.289,,,94.289,,,,,,70.9128,,Energy
BAU,72,,DIST_DSL,,2045,,9.52594,9.52594,9.52594,9.52594,,,,182.848,93.6193,,,93.6193,,,,,,68.9135,,Energy
BAU,72,,DIST_DSL,,2046,,9.7688,9.7688,9.7688,9.7688,,,,187.174,93.2511,,,93.2511,,,,,,67.1847,,Energy
BAU,72,,DIST_DSL,,2047,,10.0137,10.0137,10.0137,10.0137,,,,191.521,92.8446,,,92.8446,,,,,,65.4714,,Energy
BAU,72,,DIST_DSL,,2048,,10.256,10.256,10.256,10.256,,,,195.802,92.3617,,,92.3617,,,,,,63.7475,,Energy
BAU,72,,DIST_DSL,,2049,,10.493,10.493,10.493,10.493,,,,199.966,91.7837,,,91.7837,,,,,,62.003,,Energy
BAU,72,,DIST_DSL,,2050,,10.7245,10.7245,10.7245,10.7245,,,,204.007,91.1145,,,91.1145,,,,,,60.2438,,Energy
BAU,72,,DIST_DSL,,2051,,10.8856,10.8856,10.8856,10.8856,,,,206.698,89.8281,,,89.8281,,,,,,58.1319,,Energy
BAU,72,,DIST_DSL,,2052,,11.0444,11.0444,11.0444,11.0444,,,,209.332,88.521,,,88.521,,,,,,56.0692,,Energy
BAU,72,,DIST_DSL,,2053,,11.2045,11.2045,11.2045,11.2045,,,,211.982,87.2251,,,87.2251,,,,,,54.0753,,Energy
BAU,72,,DIST_DSL,,2054,,11.3632,11.3632,11.3632,11.3632,,,,214.594,85.9199,,,85.9199,,,,,,52.1348,,Energy
BAU,72,,DIST_DSL,,2055,,11.5219,11.5219,11.5219,11.5219,,,,217.193,84.6167,,,84.6167,,,,,,50.2536,,Energy
BAU,72,,DIST_GSL,,2021,,15.9914,15.9914,15.9914,15.9914,,,,388.333,383.064,,,383.064,,,,,,472.0212,,Energy
BAU,72,,DIST_GSL,,2022,,19.516,19.516,19.516,19.516,,,,473.922,454.891,,,454.891,,,,,,548.624,,Energy
BAU,72,,DIST_GSL,,2023,,20.3964,20.3964,20.3964,20.3964,,,,433.542,404.916,,,404.916,,,,,,477.9801,,Energy
BAU,72,,DIST_GSL,,2024,,20.8674,20.8674,20.8674,20.8674,,,,402.721,365.993,,,365.993,,,,,,422.8571,,Energy
BAU,72,,DIST_GSL,,2025,,21.352,21.352,21.352,21.352,,,,384.913,340.38,,,340.38,,,,,,384.913,,Energy
BAU,72,,DIST_GSL,,2026,,21.7438,21.7438,21.7438,21.7438,,,,386.563,332.625,,,332.625,,,,,,368.1552,,Energy
BAU,72,,DIST_GSL,,2027,,22.0381,22.0381,22.0381,22.0381,,,,390.517,326.971,,,326.971,,,,,,354.2104,,Energy
BAU,72,,DIST_GSL,,2028,,22.3398,22.3398,22.3398,22.3398,,,,394.567,321.457,,,321.457,,,,,,340.8418,,Energy
BAU,72,,DIST_GSL,,2029,,22.6386,22.6386,22.6386,22.6386,,,,398.531,315.936,,,315.936,,,,,,327.8724,,Energy
BAU,72,,DIST_GSL,,2030,,22.9251,22.9251,22.9251,22.9251,,,,402.247,310.286,,,310.286,,,,,,315.171,,Energy
BAU,72,,DIST_GSL,,2031,,23.2457,23.2457,23.2457,23.2457,,,,406.522,305.132,,,305.132,,,,,,303.353,,Energy
BAU,72,,DIST_GSL,,2032,,23.5585,23.5585,23.5585,23.5585,,,,410.627,299.905,,,299.905,,,,,,291.8249,,Energy
BAU,72,,DIST_GSL,,2033,,23.8621,23.8621,23.8621,23.8621,,,,414.535,294.599,,,294.599,,,,,,280.5736,,Energy
BAU,72,,DIST_GSL,,2034,,24.1598,24.1598,24.1598,24.1598,,,,418.304,289.265,,,289.265,,,,,,269.6425,,Energy
