Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
BAU,36,,NO_CONTR_OD,,2021,,0.7188,0.7188,0.7188,0.7188,,,,,,,31.7746,30.5751,31.7746,,114.464,,,,87.1795,83.8885,,,,,,,,,,38.6811,38.6811,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2022,,0.7266,0.7266,0.7266,0.7266,,,,,,,32.1194,28.6175,32.1194,,106.326,,,,87.2182,77.709,,,,,,,,,,37.2247,37.2247,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2023,,0.7345,0.7345,0.7345,0.7345,,,,,,,32.4686,26.7857,32.4686,,98.7596,,,,87.2437,71.9738,,,,,,,,,,35.8239,35.8239,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2024,,0.7423,0.7423,0.7423,0.7423,,,,,,,32.8134,25.065,32.8134,,91.6884,,,,87.2188,66.6234,,,,,,,,,,34.4672,34.4672,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2025,,0.7502,0.7502,0.7502,0.7502,,,,,,,33.1626,23.4553,33.1626,,85.1021,,,,87.1601,61.6468,,,,,,,,,,33.1626,33.1626,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2026,,0.761514,0.761514,0.761514,0.761514,,,,,,,33.6627,22.0454,33.6627,,79.4483,,,,87.6524,57.4028,,,,,,,,,,32.0475,32.0475,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2027,,0.766873,0.766873,0.766873,0.766873,,,,,,,33.8996,20.5561,33.8996,,73.5643,,,,87.4174,53.0083,,,,,,,,,,30.7245,30.7245,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2028,,0.772131,0.772131,0.772131,0.772131,,,,,,,34.1321,19.1639,34.1321,,68.0946,,,,87.1484,48.9307,,,,,,,,,,29.4509,29.4509,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2029,,0.77749,0.77749,0.77749,0.77749,,,,,,,34.3689,17.8675,34.3689,,63.0276,,,,86.8674,45.1601,,,,,,,,,,28.2323,28.2323,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2030,,0.782748,0.782748,0.782748,0.782748,,,,,,,34.6014,16.6559,34.6014,,58.3166,,,,86.5471,41.6607,,,,,,,,,,27.0595,27.0595,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2031,,0.788048,0.788048,0.788048,0.788048,,,,,,,34.8357,15.5265,34.8357,,54.0294,,,,86.3857,38.5028,,,,,,,,,,25.9356,25.9356,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2032,,0.793448,0.793448,0.793448,0.793448,,,,,,,35.0744,14.4749,35.0744,,50.0485,,,,86.1986,35.5735,,,,,,,,,,24.8604,24.8604,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2033,,0.798748,0.798748,0.798748,0.798748,,,,,,,35.3087,13.4923,35.3087,,46.3403,,,,85.9621,32.8481,,,,,,,,,,23.8256,23.8256,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2034,,0.804048,0.804048,0.804048,0.804048,,,,,,,35.5429,12.5757,35.5429,,42.8944,,,,85.6903,30.3187,,,,,,,,,,22.8329,22.8329,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2035,,0.809348,0.809348,0.809348,0.809348,,,,,,,35.7772,11.7209,35.7772,,39.6936,,,,85.3844,27.9727,,,,,,,,,,21.8806,21.8806,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2036,,0.814679,0.814679,0.814679,0.814679,,,,,,,36.0129,10.9242,36.0129,,36.7715,,,,85.2086,25.8473,,,,,,,,,,20.968,20.968,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2037,,0.82001,0.82001,0.82001,0.82001,,,,,,,36.2485,10.1812,36.2485,,34.0517,,,,84.9872,23.8705,,,,,,,,,,20.0925,20.0925,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2038,,0.825341,0.825341,0.825341,0.825341,,,,,,,36.4842,9.48832,36.4842,,31.5245,,,,84.733,22.0362,,,,,,,,,,19.2528,19.2528,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2039,,0.830571,0.830571,0.830571,0.830571,,,,,,,36.7154,8.84114,36.7154,,29.1739,,,,84.4377,20.3328,,,,,,,,,,18.4452,18.4452,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2040,,0.835902,0.835902,0.835902,0.835902,,,,,,,36.951,8.23879,36.951,,26.9946,,,,84.1201,18.7559,,,,,,,,,,17.6728,17.6728,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2041,,0.841209,0.841209,0.841209,0.841209,,,,,,,37.1856,7.67694,37.1856,,25.0007,,,,83.9132,17.3238,,,,,,,,,,16.9317,16.9317,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2042,,0.846516,0.846516,0.846516,0.846516,,,,,,,37.4202,7.15312,37.4202,,23.1471,,,,83.6697,15.994,,,,,,,,,,16.2209,16.2209,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2043,,0.851823,0.851823,0.851823,0.851823,,,,,,,37.6548,6.66478,37.6548,,21.4239,,,,83.3866,14.7592,,,,,,,,,,15.5394,15.5394,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2044,,0.85713,0.85713,0.85713,0.85713,,,,,,,37.8894,6.20954,37.8894,,19.8231,,,,83.0673,13.6136,,,,,,,,,,14.886,14.886,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2045,,0.862541,0.862541,0.862541,0.862541,,,,,,,38.1286,5.78588,38.1286,,18.3397,,,,82.7291,12.5538,,,,,,,,,,14.2612,14.2612,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2046,,0.867753,0.867753,0.867753,0.867753,,,,,,,38.359,5.38967,38.359,,16.9764,,,,82.4644,11.5867,,,,,,,,,,13.659,13.659,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2047,,0.87307,0.87307,0.87307,0.87307,,,,,,,38.5941,5.02101,38.5941,,15.7126,,,,82.1813,10.6916,,,,,,,,,,13.0833,13.0833,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2048,,0.878387,0.878387,0.878387,0.878387,,,,,,,38.8291,4.6774,38.8291,,14.5399,,,,81.8733,9.86254,,,,,,,,,,12.5314,12.5314,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2049,,0.883704,0.883704,0.883704,0.883704,,,,,,,39.0641,4.35714,39.0641,,13.4514,,,,81.5352,9.09427,,,,,,,,,,12.0023,12.0023,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2050,,0.889021,0.889021,0.889021,0.889021,,,,,,,39.2992,4.05866,39.2992,,12.4422,,,,81.176,8.38353,,,,,,,,,,11.4952,11.4952,,,,nan,nan,
BAU,36,,NO_CONTR_OD,,2051,,0.894338,0.894338,0.894338,0.894338,,,,,,,39.5342,3.78049,39.5342,,11.5071,,,,80.8002,7.72659,,,,,,,,,,11.0091,11.0091,,,,nan,nan,
