Strategy,Future.ID,Year,Technology,Fuel,Emission,AccumulatedNewCapacity,AnnualEmissions,AnnualFixedOperatingCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,AnnualVariableOperatingCost,CapitalInvestment,Demand,DiscountedCapitalInvestment,DiscountedOperatingCost,DiscountedSalvageValue,DiscountedTechnologyEmissionsPenalty,NewCapacity,OperatingCost,ProductionByTechnology,RateOfProductionByTechnologyByMode,SalvageValue,TotalCapacityAnnual,TotalDiscountedCost,TotalDiscountedCostByTechnology,TotalTechnologyAnnualActivity,UseByTechnology,Externalities2025,Capex2025,Opex2025,FixedOpex2025,VarOpex2025
LTS,35,2021,DIST_DSL,,,9.3252953,,,,,,,,,,,,,9.3252953,,,,,9.3252953,,,9.3252953,,,,,,
LTS,35,2022,DIST_DSL,,,10.088475,,,,,,,,,,,,,10.088475,,,,,10.088475,,,10.088475,,,,,,
LTS,35,2023,DIST_DSL,,,10.558755,,,,,,,,,,,,,10.558755,,,,,10.558755,,,10.558755,,,,,,
LTS,35,2024,DIST_DSL,,,10.76274,,,,,,,,,,,,,10.76274,,,,,10.76274,,,10.76274,,,,,,
LTS,35,2025,DIST_DSL,,,10.970848,,,,,,,,,,,,,10.970848,,,,,10.970848,,,10.970848,,,,,,
LTS,35,2026,DIST_DSL,,,11.116983,,,,,,,,,,,,,11.116983,,,,,11.116983,,,11.116983,,,,,,
LTS,35,2027,DIST_DSL,,,11.300997,,,,,,,,,,,,,11.300997,,,,,11.300997,,,11.300997,,,,,,
LTS,35,2028,DIST_DSL,,,11.54335,,,,,,,,,,,,,11.54335,,,,,11.54335,,,11.54335,,,,,,
LTS,35,2029,DIST_DSL,,,11.762405,,,,,,,,,,,,,11.762405,,,,,11.762405,,,11.762405,,,,,,
LTS,35,2030,DIST_DSL,,,11.943649,,,,,,,,,,,,,11.943649,,,,,11.943649,,,11.943649,,,,,,
LTS,35,2031,DIST_DSL,,,11.82848,,,,,,,,,,,,,11.82848,,,,,11.82848,,,11.82848,,,,,,
LTS,35,2032,DIST_DSL,,,11.696564,,,,,,,,,,,,,11.696564,,,,,11.696564,,,11.696564,,,,,,
LTS,35,2033,DIST_DSL,,,11.522338,,,,,,,,,,,,,11.522338,,,,,11.522338,,,11.522338,,,,,,
LTS,35,2034,DIST_DSL,,,11.358112,,,,,,,,,,,,,11.358112,,,,,11.358112,,,11.358112,,,,,,
LTS,35,2035,DIST_DSL,,,11.215175,,,,,,,,,,,,,11.215175,,,,,11.215175,,,11.215175,,,,,,
