Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Submodel
LTS,78,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,114.71,113.154,,,113.154,,,,,,139.4307,,Energy
LTS,78,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,142.986,137.245,,,137.245,,,,,,165.5242,,Energy
LTS,78,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,135.5,126.554,,,126.554,,,,,,149.3888,,Energy
LTS,78,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,132.795,120.684,,,120.684,,,,,,139.4348,,Energy
LTS,78,,DIST_DSL,,2025,,6.86415,6.86415,6.86415,6.86415,,,,136.627,120.82,,,120.82,,,,,,136.627,,Energy
LTS,78,,DIST_DSL,,2026,,7.02958,7.02958,7.02958,7.02958,,,,143.775,123.714,,,123.714,,,,,,136.9286,,Energy
LTS,78,,DIST_DSL,,2027,,7.54219,7.54219,7.54219,7.54219,,,,158.553,132.752,,,132.752,,,,,,143.8122,,Energy
LTS,78,,DIST_DSL,,2028,,7.9607,7.9607,7.9607,7.9607,,,,171.883,140.035,,,140.035,,,,,,148.479,,Energy
LTS,78,,DIST_DSL,,2029,,8.43889,8.43889,8.43889,8.43889,,,,187.013,148.255,,,148.255,,,,,,153.8561,,Energy
LTS,78,,DIST_DSL,,2030,,8.88305,8.88305,8.88305,8.88305,,,,201.914,155.753,,,155.753,,,,,,158.2049,,Energy
LTS,78,,DIST_DSL,,2031,,9.02987,9.02987,9.02987,9.02987,,,,210.392,157.919,,,157.919,,,,,,156.9977,,Energy
LTS,78,,DIST_DSL,,2032,,9.16031,9.16031,9.16031,9.16031,,,,218.647,159.691,,,159.691,,,,,,155.3883,,Energy
LTS,78,,DIST_DSL,,2033,,9.24579,9.24579,9.24579,9.24579,,,,225.951,160.578,,,160.578,,,,,,152.9325,,Energy
LTS,78,,DIST_DSL,,2034,,9.34114,9.34114,9.34114,9.34114,,,,233.6,161.539,,,161.539,,,,,,150.5806,,Energy
LTS,78,,DIST_DSL,,2035,,9.45811,9.45811,9.45811,9.45811,,,,241.911,162.777,,,162.777,,,,,,148.5124,,Energy
LTS,78,,DIST_DSL,,2036,,9.57326,9.57326,9.57326,9.57326,,,,250.307,163.887,,,163.887,,,,,,146.3493,,Energy
LTS,78,,DIST_DSL,,2037,,9.68901,9.68901,9.68901,9.68901,,,,258.85,164.912,,,164.912,,,,,,144.1374,,Energy
LTS,78,,DIST_DSL,,2038,,9.80562,9.80562,9.80562,9.80562,,,,267.548,165.86,,,165.86,,,,,,141.8864,,Energy
LTS,78,,DIST_DSL,,2039,,9.92579,9.92579,9.92579,9.92579,,,,276.479,166.776,,,166.776,,,,,,139.6407,,Energy
LTS,78,,DIST_DSL,,2040,,10.0815,10.0815,10.0815,10.0815,,,,286.555,168.195,,,168.195,,,,,,137.8379,,Energy
LTS,78,,DIST_DSL,,2041,,10.4243,10.4243,10.4243,10.4243,,,,302.236,172.618,,,172.618,,,,,,138.4578,,Energy
LTS,78,,DIST_DSL,,2042,,10.7284,10.7284,10.7284,10.7284,,,,317.159,176.259,,,176.259,,,,,,138.3754,,Energy
LTS,78,,DIST_DSL,,2043,,11.0876,11.0876,11.0876,11.0876,,,,334.091,180.664,,,180.664,,,,,,138.8217,,Energy
LTS,78,,DIST_DSL,,2044,,11.4102,11.4102,11.4102,11.4102,,,,350.309,184.328,,,184.328,,,,,,138.6292,,Energy
LTS,78,,DIST_DSL,,2045,,11.725,11.725,11.725,11.725,,,,366.649,187.726,,,187.726,,,,,,138.1862,,Energy
LTS,78,,DIST_DSL,,2046,,12.0694,12.0694,12.0694,12.0694,,,,384.292,191.456,,,191.456,,,,,,137.9387,,Energy
LTS,78,,DIST_DSL,,2047,,12.407,12.407,12.407,12.407,,,,402.106,194.931,,,194.931,,,,,,137.4599,,Energy
LTS,78,,DIST_DSL,,2048,,12.7664,12.7664,12.7664,12.7664,,,,421.022,198.6,,,198.6,,,,,,137.0727,,Energy
LTS,78,,DIST_DSL,,2049,,13.114,13.114,13.114,13.114,,,,439.953,201.936,,,201.936,,,,,,136.4153,,Energy
LTS,78,,DIST_DSL,,2050,,13.4484,13.4484,13.4484,13.4484,,,,458.828,204.924,,,204.924,,,,,,135.4932,,Energy
LTS,78,,DIST_DSL,,2051,,13.8243,13.8243,13.8243,13.8243,,,,479.522,208.394,,,208.394,,,,,,134.8611,,Energy
LTS,78,,DIST_DSL,,2052,,13.8579,13.8579,13.8579,13.8579,,,,488.581,206.608,,,206.608,,,,,,130.8656,,Energy
LTS,78,,DIST_DSL,,2053,,13.917,13.917,13.917,13.917,,,,498.588,205.156,,,205.156,,,,,,127.1866,,Energy
LTS,78,,DIST_DSL,,2054,,14.0411,14.0411,14.0411,14.0411,,,,511.028,204.608,,,204.608,,,,,,124.1524,,Energy
LTS,78,,DIST_DSL,,2055,,14.4122,14.4122,14.4122,14.4122,,,,532.741,207.552,,,207.552,,,,,,123.2643,,Energy
LTS,78,,DIST_GSL,,2021,,15.9914,15.9914,15.9914,15.9914,,,,388.333,383.064,,,383.064,,,,,,472.0212,,Energy
LTS,78,,DIST_GSL,,2022,,19.516,19.516,19.516,19.516,,,,473.922,454.891,,,454.891,,,,,,548.624,,Energy
LTS,78,,DIST_GSL,,2023,,20.3964,20.3964,20.3964,20.3964,,,,433.542,404.916,,,404.916,,,,,,477.9801,,Energy
LTS,78,,DIST_GSL,,2024,,20.8674,20.8674,20.8674,20.8674,,,,402.721,365.993,,,365.993,,,,,,422.8571,,Energy
LTS,78,,DIST_GSL,,2025,,21.352,21.352,21.352,21.352,,,,384.913,340.38,,,340.38,,,,,,384.913,,Energy
LTS,78,,DIST_GSL,,2026,,19.1405,19.1405,19.1405,19.1405,,,,350.253,301.382,,,301.382,,,,,,333.5743,,Energy
LTS,78,,DIST_GSL,,2027,,17.6738,17.6738,17.6738,17.6738,,,,331.597,277.638,,,277.638,,,,,,300.7683,,Energy
LTS,78,,DIST_GSL,,2028,,16.2115,16.2115,16.2115,16.2115,,,,311.667,253.918,,,253.918,,,,,,269.2297,,Energy
